C0018923,Hemangiosarcoma
C0600177,Low Cardiac Output Syndrome
C0600178,External Carotid Artery Diseases
C0750987,"Arterial Diseases, Common Carotid"
C0750986,Internal Carotid Artery Diseases
C0750989,External Carotid Artery Thrombosis
C0750988,Common Carotid Artery Thrombosis
C0750990,Internal Carotid Artery Thrombosis
C0233612,Waxy flexibility
C0007397,Catastrophic Illness
C0750992,"Catatonia, Malignant"
C0750993,Schizophreniform Catatonia
C0007621,Neoplastic Cell Transformation
C0234357,Adiadochokinesis
C0750994,Cerebellar Hemiataxia
C3668822,Hypermetria (finding)
C0740387,"Aneurysm, Posterior Cerebral Artery"
C0740385,"Aneurysm, Middle Cerebral Artery"
C0751000,"Aneurysm, Anterior Cerebral Artery"
C0751001,"Aneurysm, Basilar Artery"
C0751005,"Mycotic Aneurysm, Intracranial"
C0740386,"Aneurysm, Anterior Communicating Artery"
C0751004,Giant Intracranial Aneurysm
C0995195,Anoxia of brain
C0877854,Cerebral Arteriosclerosis
C0751007,Intracranial Atherosclerosis
C0751008,"Intracranial Arteriovenous Malformation, Ruptured"
C0936247,Brain Embolism and Thrombosis
C0007781,Intracranial Embolism and Thrombosis
C0877855,Cerebral Embolism and Thrombosis
C0751010,"Cerebral Infarction, Left Hemisphere"
C0751012,Anterior Choroidal Artery Infarction
C0751014,Subcortical Infarction
C0887799,Posterior Choroidal Artery Infarction
C0751011,"Cerebral Infarction, Right Hemisphere"
C0472381,Posterior Circulation Transient Ischemic Attack
C0751019,Carotid Circulation Transient Ischemic Attack
C0751020,"Transient Ischemic Attack, Vertebrobasilar Circulation"
C0751022,"Brain Stem Ischemia, Transient"
C1527335,"Transient Ischemic Attack, Anterior Circulation"
C0751021,Crescendo Transient Ischemic Attacks
C0270807,Monoplegic Cerebral Palsy
C0553767,Congenital Cerebral Palsy
C0394003,"Cerebral Palsy, Dystonic-Rigid"
C0751025,"Cerebral Palsy, Rolandic Type"
C0241832,Cerebrovascular Insufficiency
C0596298,Cerebrovascular Occlusion
C3203733,Precordial Catch Syndrome
C1533650,child neglect behavior
C0085996,Child Development Deviations
C0085997,"Child Development Disorders, Specific"
C0242217,Calcium Pyrophosphate Dihydrate Deposition
C0699731,Hereditary Chorea
C0238056,"Chorea, Senile"
C0699728,Chronic progressive chorea
C0004403,Autosome Abnormalities
C2930745,Partial Monosomy
C0008628,Chromosome Deletion
C0005146,Besnoitiasis
C0000729,Abdominal Cramps
C0751043,Monochromatopsia
C0239777,"Color Blindness, Green"
C0751042,"Color Blindness, Inherited"
C0860634,Psychogenic coma
C0751050,"Communication Disorders, Developmental"
C0009792,Consciousness Disorders
C0017650,Globus Hystericus
C0018245,Groenouw's Dystrophies
C0751059,"Cranial Neuropathies, Multiple"
C0278875,Adult Craniopharyngioma
C0751061,"Craniopharyngioma, Child"
C2931150,Synostotic Anterior Plagiocephaly
C1578691,"Myxedema, Congenital"
C1563731,Inguinal Cryptorchidism
C1563730,Abdominal Cryptorchidism
C0392164,Pulmonary Cystic Fibrosis
C0010709,Cyst
C3887633,"Dandy-Walker Syndrome, Familial"
C0011052,Prelingual Deafness
C0581883,Complete Hearing Loss
C0751068,"Deafness, Acquired"
C0086395,"Hearing Loss, Extreme"
C4082305,Deaf Mutism
C1148477,"Deafness, Sudden"
C0376297,Cardiac Death
C0079221,Determination of Death
C0267072,Esophageal Dysphagia
C1136135,Water Stress
C0751071,Familial Dementia
C0338630,Senile Paranoid Dementia
C0011304,Demyelination
C2350037,"Clinically Isolated Syndrome, CNS Demyelinating"
C0011330,Dental Calculus
C0043154,Dental White Spot
C2350038,Molar Incisor Hypomineralization
C0011389,Dental Plaque
C4049050,Opalescent dentin
C0233754,Derealization
C0086132,Depressive Symptoms
C1571984,"Psychosis, Involutional"
C0086133,Depressive Syndrome
C0406537,Morbilliform Drug Reaction
C0011609,Drug Eruptions
C0162351,Contact hypersensitivity
C0002152,Alloxan Diabetes
C0038433,Streptozotocin Diabetes
C0011853,"Diabetes Mellitus, Experimental"
C4554117,"Diabetes Mellitus, Sudden-Onset"
C0205734,"Diabetes, Autoimmune"
C0025945,"Microangiopathy, Diabetic"
C0751074,Diabetic Neuralgia
C0271674,Asymmetric Diabetic Proximal Motor Neuropathy
C0751075,Cancer of Digestive System
C0012359,Pathological Dilatation
C0751079,"Diplopia, Vertical"
C0086168,Dissociation
C0012817,Diverticulum
C0149746,Orthostasis
C0086103,"Decayed, Missing, and Filled Teeth"
C0432416,"Down Syndrome, Partial Trisomy 21"
C0751081,"Trisomy 21, Mitotic Nondisjunction"
C2936170,Patent Ductus Arteriosus Familial
C4085370,"Fibromatosis, Palmar"
C0454597,"Dysarthria, Flaccid"
C0240952,"Dysarthria, Scanning"
C0454598,"Dysarthria, Mixed"
C1563666,"Dysarthria, Guttural"
C0751088,"Dyskinesia, Medication-Induced"
C1956415,Paroxysmal nocturnal dyspnea
C0393610,"Dystonia, Diurnal"
C2936171,Familial Ebstein's Anomaly
C4553297,Cystic Echinocccosis
C0013505,"Echinococcosis, Pulmonary"
C0013589,Ectromelia
C1280469,Podoconiosis
C0013911,Emaciation
C1704212,Embolus
C0013922,Embolism
C0271574,"Empty Sella Syndrome, Primary"
C0751097,"Empty Sella Syndrome, Secondary"
C0393983,Hernia of cerebellar tonsil into foramen magnum
C0393992,Multicystic Encephalomalacia
C1704374,Carcinoma of Endocrine Gland
C0014324,Entamoebiasis
C0086237,"Epilepsy, Cryptogenic"
C0751111,Awakening Epilepsy
C0236018,Aura
C0270847,"Benign Focal Epilepsy, Childhood"
C0393681,Rhinencephalic Epilepsy
C0393679,Amygdalo-Hippocampal Epilepsy
C0751113,Uncinate Seizures
C0086240,"Epilepsy, Simple Partial"
C0393691,Occipital Lobe Epilepsy
C0393676,Panayiotopoulos Syndrome
C0751115,Digestive Epilepsy
C0393675,Childhood Benign Occipital Epilepsy
C0751112,Subclinical Seizure
C0270854,Symptomatic Generalized Epilepsy
C0086236,"Epilepsy, Atonic"
C0347869,"Epilepsy, Akinetic"
C0086241,"Epilepsy, Tonic"
C0751119,"Epilepsy, Tonic-Clonic, Symptomatic"
C0751118,"Epilepsy, Tonic-Clonic, Familial"
C0751117,Cryptogenic Tonic-Clonic Epilepsy
C0338478,Idiopathic Myoclonic Epilepsy
C0338479,Symptomatic Myoclonic Epilepsy
C0393695,"Early Childhood Epilepsy, Myoclonic"
C0438414,Myoclonic Encephalopathy
C4281785,Childhood Absence Epilepsy
C4552765,"Epilepsy, Minor"
C4553705,Absence Seizure Disorder
C0751124,"Epilepsy, Absence, Atypical"
C0001890,Akinetic Petit Mal
C0393672,"Epilepsy, Benign Psychomotor, Childhood"
C0393682,"Epilepsy, Lateral Temporal"
C0014558,Uncinate Epilepsy
C0014670,Equinus Deformity
C0020058,Howell-Jolly Bodies
C0474535,Mean corpuscular hemoglobin concentration determination
C0014856,Esophageal Fistula
C0339623,Primary Esotropia
C0024043,Low T3 Syndrome
C2959886,Cardiopulmonary Exercise Test
C0015378,Extravasation of Contrast Media
C0015411,Eye Manifestations
C0343097,Nodular Elastoidosis
C0015704,Favre-Racouchot Syndrome
C0751131,Facial Neuritis
C0178782,Orofacial Pain
C0751137,Craniofacial Pain
C0751143,Hemifacial Paralysis
C0751141,"Facial Palsy, Upper Motor Neuron"
C0751142,"Facial Palsy, Lower Motor Neuron"
C0033797,Pseudodementia
C0751144,"Fasciculation, Benign"
C0541957,"Fasciculation, Skeletal Muscle"
C2718076,Fetal Mummification
C0015929,Fetal Diseases
C0013949,Embryopathies
C0015938,Fetal Macrosomia
C1566302,Preterm Premature Rupture of Fetal Membranes
C0015951,Fetal Resorption
C1623038,Cirrhosis
C4704885,Fibrocartilaginous Dysplasia of Bone
C4704884,Fibrocystic Dysplasia of Bone
C0016169,pathologic fistula
C0016397,Focal Infection
C0679360,Foodborne Disease
C1532195,Gossypiboma
C0268221,Fucosidosis Type I
C0268222,Fucosidosis Type II
C0017128,Gastric Fistula
C1565321,Cholera Infantum
C0559031,Functional Gastrointestinal Disorders
C4505386,Giardia duodenalis Infection
C0271148,Secondary Open Angle Glaucoma
C1704377,Bright Disease
C0086432,"Hyalinosis, Segmental Glomerular"
C0751172,Adult Glycogen Storage Disease Type II
C0751174,"Glycogen Storage Disease Type II, Juvenile"
C0018128,"Graft Occlusion, Vascular"
C0018129,Graft Rejection
C2350168,Polymorphic Reticulosis
C3661525,Autosomal Recessive Chronic Granulomatous Disease
C1449720,Adolescent Gynecomastia
C2028293,Haemophilus influenzae Type b Infection
C0424072,"Hallucinations, Visual, Formed"
C0751175,Hallucination of Body Sensation
C0233776,"Hallucinations, Mood Incongruent"
C0424083,"Hallucinations, Dissociative"
C0751176,"Hallucinations, Internal Body Sensation"
C0233759,"Hallucinations, Elementary"
C0424071,"Hallucinations, Visual, Unformed"
C0233774,"Hallucinations, Somatic"
C0233775,"Hallucinations, Mood Congruent"
C0563661,"Hallucinations, Reflex"
C0233765,"Hallucinations, Olfactory"
C0544668,"Hallucinations, Kinesthetic"
C0563608,"Hallucinations, Formed, of People"
C0233767,"Hallucinations, Tactile"
C0424068,Verbal auditory hallucinations
C0018675,Head Neoplasms
C0887900,Upper Aerodigestive Tract Neoplasms
C0751177,Cancer of Head
C0877781,Hemicrania
C0028838,Ocular Headache
C0751187,Periorbital Headache
C0751186,Orthostatic Headache
C0423623,Bilateral Headache
C0751192,Vertex Headache
C0751189,Retro-Ocular Headache
C0751190,Sharp Headache
C0474366,Generalized Headache
C0423618,Throbbing Headache
C1510450,Dysacusis
C0155536,Paracousis
C0877848,Distorted hearing
C0018775,"Hearing Loss, Bilateral"
C1961112,Heart Decompensation
C2936702,Intracavitary Tumors of the Heart
C1959584,Cardiac Carcinoma
C1959587,Ventricular Free Wall Rupture
C0018814,"Heart Rupture, Post-Infarction"
C1959588,Angioma
C0018944,Hematoma
C0018952,Extramedullary Hematopoiesis Function
C0521662,"Hemiplegia, Transient"
C0751195,"Hemiplegia, Post-Ictal"
C0278110,"Hemiplegia, Crossed"
C0235574,Intravascular hemolysis
C0312854,Extravascular Hemolysis
C0019054,Hemolysis (disorder)
C3494186,Autosomal Hemophilia A
C0751198,Hepatic Stupor
C0751197,Fulminant Hepatic Failure with Cerebral Edema
C0524610,Chronic Alcoholic Hepatitis
C0524611,Cryptogenic Chronic Hepatitis
C1527352,Hepatic Form of Wilson Disease
C0600241,heroin abuse
C4505390,Heroin Smoking
C1257840,"Aganglionosis, Rectosigmoid Colon"
C0242338,HTLV Infections
C0242337,BLV Infections
C0020175,Hunger
C0751207,Akinetic-Rigid Variant of Huntington Disease
C0393574,"Huntington Disease, Late Onset"
C0270720,Hydrocephalus Ex-Vacuo
C2936718,Fetal Cerebral Ventriculomegaly
C0751212,"Hyperalgesia, Secondary"
C0751213,Tactile Allodynia
C0751214,"Hyperalgesia, Thermal"
C2936719,Mechanical Allodynia
C0751211,"Hyperalgesia, Primary"
C0026141,Milk-Alkali Syndrome
C0178824,Reactive Hyperemia
C0042484,Venous Engorgement
C0333233,Active Hyperemia
C0751216,"Hyperesthesia, Thermal"
C0751215,"Hyperesthesia, Tactile"
C3888846,Hyperosmolar Hyperglycemic State
C1257964,Exogenous Hyperinsulinism
C1257965,Compensatory Hyperinsulinemia
C1257963,Endogenous Hyperinsulinism
C0751217,"Hyperkinesia, Generalized"
C1706412,Lipidemias
C0751229,Hypersomnolence
C0002897,"Anemia, Splenic"
C0010398,Cruveilhier-Baumgarten Syndrome
C3714618,Primary Hyperthyroidism
C0376185,"Hypoaldosteronism, Hyporeninemic"
C1720772,Hypoprebetalipoproteinemia
C0282201,Phosphate Diabetes
C0020875,Ileal Diseases
C0020903,Illusions
C0751246,"Illusions, Visual"
C0003257,Antibody Deficiency Syndrome
C0021290,Neonatal disorder
C0021295,"Infant, Premature, Diseases"
C0729353,Subfertility
C4074771,"Sterility, Reproductive"
C0038279,"Sterility, Postpartum"
C0848676,"Subfertility, Male"
C0917731,Male sterility
C0021368,Inflammation
C0751252,Sleep Initiation Dysfunction
C0393759,Transient Insomnia
C0751251,Secondary Insomnia
C0751249,Chronic Insomnia
C0751250,Psychophysiological Insomnia
C0270541,Rebound Insomnia
C0920563,Insulin Sensitivity
C0341318,Enterocutaneous Fistula
C0021888,Physiologic Intraocular Pressure
C0242183,"Jaundice, Hemolytic"
C1566050,Icterus Gravis Neonatorum
C0022360,Jaw Abnormalities
C0022594,Keratosis Blennorrhagica
C0086501,Keratoma
C0473575,Acantholytic Dyskeratotic Epidermal Nevus
C0543754,"Klinefelter Syndrome, Variants"
C0454655,Semantic-Pragmatic Disorder
C0454560,Acquired Language Disorders
C0028848,Ocular Larva Migrans
C0026210,Mirror Writing
C0751262,Adult Learning Disorders
C0751263,Learning Disturbance
C0023223,Leg Ulcer
C0751268,"Encephalopathy, Subacute Necrotizing, Juvenile"
C0023441,"Leukemia, Experimental"
C0023488,"Leukemia, Radiation-Induced"
C0751280,Cystic Periventricular Leukomalacia
C0021177,Increased Libido
C0023893,"Liver Cirrhosis, Experimental"
C0023897,"Liver Diseases, Parasitic"
C0023904,"Liver Neoplasms, Experimental"
C0019207,"Hepatoma, Morris"
C0086404,Experimental Hepatoma
C0019208,"Hepatoma, Novikoff"
C0001416,Adenitis
C1956132,"Lymphoma, Follicular, Grade 2"
C0079757,Diffuse Mixed-Cell Lymphoma
C0079741,"Lymphoma, Intermediate-Grade"
C0079747,Low Grade Lymphoma (neoplasm)
C0079740,High Grade Lymphoma (neoplasm)
C0024304,"Lymphoma, Mixed-Cell"
C0271178,Irvine-Gass Syndrome
C0376335,fMRI
C0024668,"Mammary Neoplasms, Experimental"
C0024689,Mandibular Diseases
C0024950,Maxillary Diseases
C0040072,Thymic Cyst
C0018598,"Melanoma, Harding-Passey"
C0004565,"Melanoma, B16"
C0025205,"Melanoma, Experimental"
C0009075,"Melanoma, Cloudman S91"
C0751292,Age-Related Memory Disorders
C0025261,Memory Disorders
C0751293,"Memory Disorder, Semantic"
C0751294,"Memory Disorder, Spatial"
C0751297,Leptomeningeal Neoplasms
C1565951,Sphenoid Wing Meningioma
C0457190,Xanthomatous Meningioma
C0205834,"Meningiomas, Multiple"
C0334609,Hemangioblastic Meningioma
C0334610,Hemangiopericytic Meningioma
C1527197,Angioblastic Meningioma
C1565950,Posterior Fossa Meningioma
C1136210,"Meningitis, Meningococcal, Serogroup W-135"
C1136209,"Meningitis, Meningococcal, Serogroup Y"
C1135747,"Meningitis, Meningococcal, Serogroup C"
C1135746,"Meningitis, Meningococcal, Serogroup B"
C1135745,"Meningitis, Meningococcal, Serogroup A"
C0025349,"Menstruation, Retrograde"
C0025363,"Mental Retardation, Psychosocial"
C0025568,Metaplasia
C3853041,Severe Congenital Microcephaly
C0018984,Hemicrania migraine
C0007852,Cervical Migraine Syndrome
C0600272,Morphine Abuse
C0038368,Stomatognathic Diseases
C0266487,Etat Marbre
C0026683,Mucocele
C0751324,"Multiple Sclerosis, Acute Fulminating"
C0751327,"Hypertonia, Neonatal"
C0751326,"Hypertonia, Infantile"
C0751328,"Hypertonia, Sphincter"
C0751329,"Hypertonia, Transient"
C0751325,"Hypertonia, Detrusor Muscle"
C0751330,Unilateral Hypotonia
C0427201,Floppy Muscles
C0427202,Muscle Tone Atonic
C0239325,Extensor Rigidity
C0277821,Extrapyramidal Rigidity
C0231519,Gegenhalten
C0233608,Catatonic Rigidity
C0443306,Spastic
C0277820,Clasp-Knife Spasticity
C0393546,Oculopharyngeal Spinal Muscular Atrophy
C0751334,Progressive Proximal Myelopathic Muscular Atrophy
C3661519,Hereditary Motor Neuronopathy
C0270765,Myelopathic Muscular Atrophy
C0751340,"Myasthenia Gravis, Ocular"
C0751339,"Myasthenia Gravis, Generalized"
C1608955,Mycobacterium abscessus Infection
C0014476,Eperythrozoonosis
C0751341,Infectious Myelitis
C0869523,Carditis
C0021712,"Myoclonus, Intention"
C0751351,"Myoclonus, Segmental"
C0751348,Myoclonus Simplex
C0751350,"Myoclonus, Lower Extremity"
C0751355,Polymyoclonus
C0751354,"Myoclonus, Action"
C0585540,"Myoclonus, Oculopalatal"
C0751353,"Myoclonus, Upper Extremity"
C0544796,"Myositis, Proliferative"
C0751358,Myotonic Phenomenon
C0027401,Narcissism
C0524661,Narcotic Abuse
C4551628,Opiate Abuse
C1527402,Narcotic Dependence
C0392445,Necrobiosis Lipoidica Diabeticorum
C0027562,Negativism
C0027612,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
C0013930,"Embolism, Tumor"
C0027626,Neoplasm Invasiveness
C0027643,"Neoplasm Recurrence, Local"
C0027645,Neoplasm Seeding
C0740345,Germ Cell Cancer
C0751365,"Cancer, Embryonal and Mixed"
C0751364,"Cancer, Embryonal"
C0205852,"Neoplasms, Embryonal and Mixed"
C0027659,"Neoplasms, Experimental"
C0205854,Glandular Neoplasms
C0027661,"Neoplasms, Hormone-Dependent"
C0027663,"Neoplasms, Multiple Primary"
C0751366,Radiation-Induced Cancer
C0027666,"Neoplasms, Radiation-Induced"
C0027686,Pathologic Neovascularization
C2931861,Hemorrhagic hereditary nephritis
C2930471,Bilateral Wilms Tumor
C1704320,"Glomerulonephritis, Minimal Change"
C0917811,Nerve Entrapment
C0265541,Cranioschisis
C0234249,"Neuralgia, Stump"
C0423712,"Neuralgia, Iliohypogastric Nerve"
C0234247,"Neuralgia, Atypical"
C0042656,"Neuralgia, Vidian"
C0751371,"Neuralgia, Ilioinguinal"
C0423711,"Neuralgia, Perineal"
C0038870,"Neuralgia, Supraorbital"
C0751372,Nerve Pain
C0751373,Paroxysmal Nerve Pain
C0751374,"Schwannomatosis, Plexiform"
C0027814,"Neuritis, Autoimmune, Experimental"
C0751377,Neurologic Dysfunction
C0746857,Focal Neurologic Deficits
C0751378,Neurologic Signs
C0235031,Neurologic Symptoms
C0027854,Neurologic Manifestations
C0521654,Neurologic Deficits
C0422837,Neurological observations
C0751381,Foley-Denny-Brown Syndrome
C0086405,Hereditary Sensory Radicular Neuropathy
C0521756,Multidirectional Nystagmus
C0271382,Periodic Alternating Nystagmus
C0521757,Conjugate Nystagmus
C0521754,Permanent Nystagmus
C0521761,Non-Fatigable Positional Nystagmus
C0521759,Convergence Nystagmus
C0271383,Symptomatic Nystagmus
C0521753,Temporary Nystagmus
C0520731,Retraction Nystagmus
C0271389,Jerk Nystagmus
C0521755,Unidirectional Nystagmus
C0271387,Rebound Nystagmus
C0521760,Fatigable Positional Nystagmus
C0233697,Obsessions
C0086457,Industrial Dermatosis
C0028797,Occupational Diseases
C0341038,Jaw Keratocyst
C0751395,Mixed Oligodendroglioma-Ependymoma
C0751398,Familial Olivopontocerebellar Atrophy
C1532322,Infectious Endophthalmitis
C0277005,Opisthorchis viverrini Infection
C0277004,Opisthorchis felineus Infection
C0751402,Optic Disk Disorders
C0524679,Neuropapillitis
C0029166,Oral Manifestations
C0276357,Swine influenza
C0086743,Osteoarthrosis Deformans
C0029437,Idiopathic Multicentric Osteolyses
C3645711,Congenital Osteopetrosis
C0001787,"Osteoporosis, Age-Related"
C0029897,Otorhinolaryngologic Neoplasms
C0458259,"Pain, Crushing"
C0751408,"Suffering, Physical"
C0234230,"Pain, Burning"
C0234254,Radiating pain
C0458257,"Pain, Splitting"
C0751407,"Pain, Migratory"
C0234238,Ache
C0030200,"Pain, Intractable"
C2930835,Optic Disc Edema
C2713394,Haim-Monk Syndrome
C0234544,Todd Paralysis
C0278115,"Paraplegia, Spinal"
C0242036,"Paraplegia, Ataxic"
C0278114,"Paraplegia, Cerebral"
C0014799,"Erythroderma, Maculopapular"
C0030437,Parakeratosis Variegata
C0270795,Monoparesis
C0751410,Lower Extremity Paresis
C0030552,Paresis
C0751409,Upper Extremity Paresis
C0235044,"Paresthesia, Distal"
C0751412,Painful Paresthesias
C0751414,"Parkinson Disease, Secondary Vascular"
C0751415,Atherosclerotic Parkinsonism
C0345319,Cyst of hydatid of Morgagni
C1142307,Paratubal Cyst
C0030625,Passive Cutaneous Anaphylaxis
C3179244,Pseudo Pelger-Huet Anomaly
C0751416,Pelvic Cancer
C0030793,Pelvic Neoplasms
C0024799,Marginal ulcer
C0030922,Peptic Ulcer Hemorrhage
C0031028,Periapical Diseases
C0524686,"Periodontitis, Acute Nonsuppurative"
C1167732,Pleuropericarditis
C0031051,Pericementitis
C0346990,Carcinomatosis of peritoneal cavity
C1449647,Secondary Peritonitis
C1449646,Primary Peritonitis
C0003944,As If Personality
C0021124,Impulse-Ridden Personality
C0236742,Phencyclidine-Related Disorders
C0031911,Pigmentation
C0036305,Schamberg Disease
C0751437,Adenohypophyseal Diseases
C0751438,Posterior pituitary disease
C0032176,Platelet aggregation
C0887898,Experimental Lung Inflammation
C3824874,Mycoplasma pneumoniae Infection
C0032320,Pneumoperitoneum
C0162451,Poison Ivy Dermatitis
C0751447,"Poliomyelitis, Preparalytic"
C0751446,"Poliomyelitis, Nonpoliovirus"
C0751445,"Encephalitis, Polio"
C0751448,"Polyneuropathy, Familial"
C0936251,Polyradiculitis
C0032787,Postoperative Complications
C0265222,Royer Syndrome
C0282313,"Condition, Preneoplastic"
C0032963,"Pregnancy Complications, Cardiovascular"
C0032965,"Pregnancy Complications, Infectious"
C4704910,Maternal Sepsis
C0033054,Prenatal Exposure Delayed Effects
C0033324,Prognathism
C1720796,Asymptomatic Inflammatory Prostatitis
C1720797,Chronic Bacterial Prostatitis
C1720795,Acute Bacterial Prostatitis
C1723764,Chronic Prostatitis with Chronic Pelvic Pain Syndrome
C0033587,Prosthesis Loosening
C0033626,Protein Deficiency
C0020800,Idiopathic Hypercatabolic Hypoproteinemia
C0033707,Prothrombin time assay
C0019640,Histomoniasis
C0854135,Pseudomonas aeruginosa infection
C3887612,Psychomotor Agitation
C0751456,Developmental Psychomotor Disorders
C0033922,Psychomotor Disorders
C0271527,Cryptogenic sexual precocity
C0524702,Pulmonary Thromboembolisms
C2350878,Focal Emphysema
C2350879,Tropical Eosinophilic Pneumonia
